CODIGO;name;COD_P;description
FA10078111;Lidocaína;745;Lidocaína 50 mg/ml Sol inj Fr 2 ml Epidural IM IV
FA10078175;Terbutalina;106;Terbutalina 500 µg/dose Pó inal Disp dosea 200 dos
FA10078182;Budesonida;19;Budesonida 200 µg Pó inal, cáps Blist
FA10078218;Mometasona;819;Mometasona 200 µg/dose Pó inal Recip pressu 60 dos
FA10078225;Budesonida;19;Budesonida 200 µg Pó inal, cáps Fr
FA10078232;Beclometasona;215;Beclometasona 200 µg/dose Pó inal Nebuliz 100 dose
FA10059214;Dosulepina;474;Dosulepina 75 mg Comp
FA10059260;Cefeprozil;305;Cefeprozil 125 mg/5 ml Pó susp oral Fr 60 ml
FA10059278;Acemetacina;131;Acemetacina 90 mg Cáps LP
FA10059292;Alfentanilo;159;Alfentanilo 5 mg/10 ml Sol inj Fr 10 ml IV
FA10059342;Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio + Glucose;1909;Bicarbonato de sódio + Cloreto de potássio + Clore
FA10059350;Carbonato de cálcio + Carbonato de magnésio + Simeticone;2283;Carbonato de cálcio 680 mg + Carbonato de magnésio
FA10059367;Ropinirol;998;Ropinirol 1 mg Comp
FA10059374;Ropinirol;998;Ropinirol 0.25 mg Comp
FA10059400;Cloreto de cálcio + Cloreto de potássio + Cloreto de sódio + Lactato de sódio;1424;Ringer + Lactato Sol inj Fr 50 ml IV
FA10059449;Calcitonina de salmão;1244;Calcitonina de salmão 100 U.I./dose Sol pulv nas F
FA10059456;Mepivacaína + Adrenalina;2163;Mepivacaína 36 mg/1.8 ml + Adrenalina 0.018 mg/1.8
FA10059470;Electrólitos + Glucose;1898;Sol DP Glucose 15 mg/ml Fr 500 ml
FA10059495;Glucose;630;Glucose 100 mg/ml Sol inj Fr 20 ml IV
FA10059538;Oxitocina;94;Oxitocina 40 U.I./ml Sol pulv nas Fr 5 ml
FA10059545;Felbamato;533;Felbamato 400 mg Comp
FA10059584;Timolol;1082;Timolol 2.5 mg/ml Col, sol Fr 2.5 ml
FA10059591;Tolciclato;1098;Tolciclato 10 mg/ml Sol cut Fr 150 ml
FA10059602;Bifonazol;238;Bifonazol 10 mg/ml Sol cut Fr 50 ml
FA10059610;Alprazolam;4;Alprazolam 2 mg Comp
FA10059641;Bacitracina + Estreptomicina + Neomicina;1341;Bacitracina 2500 U.I. + Estreptomicina 250 mg + Ne
FA10059659;Dorzolamida;473;Dorzolamida 20 mg/ml Col, sol Fr 5 ml
FA10059680;Remifentanilo;976;REMifentanilo 2 mg Pó sol inj Fr IV
FA10059698;Citrato de potássio;345;Citrato de potássio 1080 mg Comp LM
FA10059730;Imunoglobulina humana contra a varicela;678;Imunoglobulina humana contra a varicela 25 U.I./ml
FA10059762;Ácido salicílico + Fluorouracilo + Ácido láctico;1678;Ácido salicílico + Fluorouracilo + Ácido láctico S
FA10059805;Oximetazolina;883;Oximetazolina 0.5 mg/ml Sol inal neb Fr 15 ml
FA10059890;Ondansetrom;875;Ondansetrom 16 mg Sup
FA10059919;Cefuroxima;31;Cefuroxima 750 mg Pó sol inj Fr IM IV
FA10059933;Cimetidina;33;Cimetidina 200 mg/2 ml Sol inj Fr 2 ml IM IV
FA10059940;Alprostadilo;165;Alprostadilo 0.125 mg Lápis uret
FA10059958;Alprostadilo;165;Alprostadilo 0.25 mg Lápis uret
FA10059972;Propifenazona + Cafeína;1383;Propifenazona 175 mg + Cafeína 25 mg Comp
FA10059997;Zofenopril;1160;Zofenopril 30 mg Comp
FA10060017;Meloxicam;773;Meloxicam 7.5 mg Sup
FA10060024;Nitroglicerina;860;Nitroglicerina 14.4 mg/24 h Sist transd
FA10060031;Zaleplom;1155;Zaleplom 10 mg Cáps
FA10060070;Indometacina;72;Indometacina 40 mg/ml Sol pulv cut Fr 25 ml
FA10060088;Indometacina;72;Indometacina 40 mg/ml Sol pulv cut Fr 15 ml
FA10060095;Sulfato de magnésio;1040;Sulfato de magnésio 30 g Pó sol oral Saq
FA10060113;Parnaparina sódica;1225;Parnaparina sódica 4250 U.I. anti-Xa/0.4 ml Sol in
FA10060120;Galantamina;1194;Galantamina 12 mg Comp
FA10060138;Ebastina;483;Ebastina 10 mg Comp
FA10060145;Messalazina;786;Messalazina 1000 mg Gran LM Saq
FA10060152;Nateglinida;1220;Nateglinida 120 mg Comp
FA10060160;Nateglinida;1220;Nateglinida 180 mg Comp
FA10060184;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Sol inj Recip unid 100 ml
FA10060191;Clotrimazol;42;Clotrimazol 10 mg/ml Sol cut Fr 50 ml
FA10060202;Tacalcitol;1049;Tacalcitol 0.00417 mg/g Pom Bisn 60 g
FA10060259;Lactulose;721;Lactulose 7500 mg/15 ml Xar Saq
FA10060266;Rosiglitazona;1995;Rosiglitazona 8 mg Comp
FA10060280;Bendazac;217;Bendazac 5 mg/ml Col, sol Fr 7 ml
FA10060298;Articaína + Adrenalina;1309;Articaína 72 mg/1.8 ml + Adrenalina 0.017 mg/1.8 m
FA10060309;Brometo de ipratrópio + Fenoterol;1373;Brometo de ipratrópio 0.021 mg/dose + Fenoterol 0.
FA10060330;Peróxido de benzoílo;911;Peróxido de benzoílo 50 mg/g Gel Bisn 20 g
FA10060348;Ácido algínico + Ácido esteárico + Ácido sórbico;1662;Ácido algínico + Ácido esteárico + Ácido sórbico E
FA10060355;Irinotecano;705;Irinotecano 40 mg/2 ml Sol inj Fr 2 ml IV
FA10060362;Cefaclor;289;Cefaclor 375 mg/5 ml Pó susp oral Fr 150 ml
FA10060370;Cefaclor;289;Cefaclor 375 mg Comp LM
FA10060387;Electrólitos + Glucose;1898;Sol DPCA Glucose 15 mg/ml Sac 1000 ml
FA10060405;Mercaptamina;1214;Mercaptamina 50 mg Cáps
FA10060420;Fenobarbital;543;Fenobarbital 100 mg/1 ml Sol inj Fr 1 ml IM IV
FA10060490;Glucose;630;Glucose 200 mg/ml Sol inj Fr 20 ml IV
FA10060501;Óxido de zinco + Retinol + Colecalciferol;1774;Óxido de zinco + Retinol + Colecalciferol Pom Bisn
FA10060533;Lidocaína + Adrenalina;1569;Lidocaína 20 mg/ml + Adrenalina 0.018 mg/ml Sol in
FA10060540;Lidocaína + Adrenalina;1569;Lidocaína 20 mg/ml + Adrenalina 0.018 mg/ml Sol in
FA10060558;Electrólitos + Glucose;1898;Sol DPCA Glucose 15 mg/ml Sac 1500 ml
FA10060565;Lidocaína;745;Lidocaína 200 mg/20 ml Sol inj Fr 20 ml IV SC
FA10060580;Cloreto de mivacúrio;377;Cloreto de mivacúrio 2 mg/ml Sol inj Fr 25 ml IV
FA10060615;Besilato de cisatracúrio;342;Besilato de cisatracúrio 2 mg/ml Sol inj Fr 10 ml
FA10060622;Besilato de cisatracúrio;342;Besilato de cisatracúrio 2 mg/ml Sol inj Fr 5 ml I
FA10060654;Manitol + Sorbitol;2037;Manitol 175 mg/ml + Sorbitol 25 mg/ml Sol inj Fr 1
FA10060661;Manitol + Sorbitol;2037;Manitol 175 mg/ml + Sorbitol 25 mg/ml Sol inj Fr 2
FA10060679;Manitol + Sorbitol;2037;Manitol 175 mg/ml + Sorbitol 25 mg/ml Sol inj Fr 1
FA10060693;Fexofenadina;556;Fexofenadina 180 mg Comp
FA10060704;Teofilina;1061;Teofilina 250 mg Cáps LP
FA10060711;Vitaminas do complexo B + Ácido ascórbico + Ergocalciferol + Retinol;1902;Complexo B + Ácido ascórbico + Ergocalciferol + Re
FA10060729;Clorazepato dipotássico;371;Clorazepato dipotássico 20 mg Pó sol inj Fr IM IV
FA10060736;Clorazepato dipotássico;371;Clorazepato dipotássico 50 mg Pó sol inj Fr IM IV
FA10060750;Cefixima;298;Cefixima 100 mg Pó susp oral Saq
FA10060775;Butilescopolamina;269;Butilescopolamina 20 mg/1 ml Sol inj Fr 1 ml IM IV
FA10060832;Nicotina;849;Nicotina 1 mg Pastilha
FA10060840;Bromexina;17;Bromexina 5 mg/ml Xar Fr 200 ml
FA10060857;Trientina;2155;Trientina 250 mg Cáps
FA10060864;Temozolomida;1058;Temozolomida 20 mg Cáps
FA10060889;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 2 mg/ml Sol in
FA10060896;Timoxamina;1084;Timoxamina 30 mg Comp
FA10060907;Cefazolina;25;Cefazolina 250 mg Pó sol inj Fr IV
FA10060914;Ácido acetilsalicílico;117;Ácido acetilsalicílico 162.5 mg Cáps
FA10060992;Isoniazida + Rifampicina;2210;Isoniazida 150 mg + Rifampicina 300 mg Comp
FA10061005;Benzilpenicilina sódica;2262;Benzilpenicilina sódica 20 M.U.I. Pó sol inj Fr IM
FA10061012;Procaína;949;Procaína 100 mg/10 ml Sol inj Fr 10 ml SC
FA10061020;Procaína;949;Procaína 200 mg/10 ml Sol inj Fr 10 ml SC
FA10061090;Bupivacaína;263;Bupivacaína 25 mg/10 ml Sol inj Fr 10 ml Epidural
FA10061101;Cefepiroma;303;Cefepiroma 2000 mg Pó sol inj Fr IV
FA10086414;Rufinamida;2590;Rufinamida 200 mg Comp
FA10086421;Sitagliptina;532;Sitagliptina 50 mg Comp
FA10086439;Citrato de sódio;346;Citrato de sódio 50 mg/ml Sol inj Fr 500 ml Oral N
FA10086446;Citrato de sódio;346;Citrato de sódio 50 mg/ml Sol inj Fr 1000 ml Oral
FA10086453;Estiripentol;2587;Estiripentol 500 mg Cáps
FA10086460;Sitagliptina;532;Sitagliptina 25 mg Comp
FA10086478;Testosterona;1069;Testosterona 300 µg/24 h Sist transd
FA10086485;Estiripentol;2587;Estiripentol 500 mg Pó susp oral Saq
FA10086492;Cetoprofeno;32;Cetoprofeno 25 mg/g Gel Bisn 50 g
FA10086503;Sitagliptina;532;Sitagliptina 100 mg Comp
FA10086510;Rufinamida;2590;Rufinamida 400 mg Comp
FA10086574;Citrato de sódio;346;Citrato de sódio 38 mg/ml Sol inj Fr 1000 ml Oral
FA10086581;Citrato de sódio;346;Citrato de sódio 38 mg/ml Sol inj Fr 500 ml Oral N
FA10086599;Citrato de sódio;346;Citrato de sódio 38 mg/ml Sol inj Fr 1 ml Oral NEs
FA10086600;Citrato de sódio;346;Citrato de sódio 38 mg/ml Sol inj Fr 5 ml Oral NEs
FA10086617;Citrato de sódio;346;Citrato de sódio 38 mg/ml Sol inj Fr 10 ml Oral NE
FA10086624;Estiripentol;2587;Estiripentol 250 mg Pó susp oral Saq
FA10086631;Rufinamida;2590;Rufinamida 100 mg Comp
FA10086688;Aspartato de magnésio + Aspartato de potássio;1335;Aspartato de magnésio 45 mg/g + Aspartato de potás
FA10086695;Cefazolina;25;Cefazolina 2000 mg Pó sol inj Fr IM IV
FA10086802;Glicerol;618;Glicerol 4 mg/4 ml Sol rect Aplic 4 ml
FA10086827;Glicerol;618;Glicerol 7.5 mg/7.5 ml Sol rect Aplic 7.5 ml
FA10086834;Salicilato de dietilamina;1005;Salicilato de dietilamina 28.57 mg/g Cr Bisn 35 g
FA10087181;raltegravir;2888;Raltegravir 400 mg Comp
FA10088397;vildagliptina;2629;Vildagliptina 50 mg Comp
FA10089684;Rivastigmina;995;Rivastigmina 4.6 mg/24 h Sist transd
FA10089691;Rivastigmina;995;Rivastigmina 9.5 mg/24 h Sist transd
FA10091030;Azitromicina;204;Azitromicina 3.75 mg/0.25 g Col, sol Recip unid
FA10091386;Ropinirol;998;Ropinirol 4 mg Comp LP
FA10091525;nepafenac;2901;Nepafenac 1 mg/ml Col, susp Fr 5 ml
FA10091920;0;0;Oxigénio Gás inal Cilind gás 3 l Inalatória X3S
FA10091960;0;0;Oxigénio Gás inal Cilind gás 50 l Inalatória
FA10092082;0;0;Protóxido de azoto Gás liq Cilind gás 50 l Inalató
FA10092350;0;0;Oxigénio Gás inal Cilind gás 30 l Inalatória
FA10092456;0;0;Oxigénio Gás inal Recip criogen 3000 l Inalatória
FA10092666;0;0;Oxigénio Gás inal Cilind gás 7 l Inalatória
FA10093024;metformina 850 mg+ vidagliptina 50 mg;2091;Metformina 850 mg + Vildagliptina 50 mg Comp
FA10093234;0;0;Lidocaína 40 mg/g Cr Bisn 30 g
FA10093259;Dabigatrano etexilato;531;Dabigatrano etexilato 110 mg Cáps
FA10093348;Levodopa + Carbidopa + Entacapona;2420;Levodopa 200mg+Carbidopa50mg+Entacapona200mg comp
FA10093818;metformina 850 mg + sitagliptina 50 mg;2615;MetFORMINA 850 mg + Sitagliptina 50 mg Comp
FA10093825;metformina 1000 mg + sitagliptina 50 mg;2520;MetFORMINA 1000 mg + Sitagliptina 50 mg Comp
FA10094825;0;0;Protóxido de azoto Gás liq Cilind gás 7 l Inalatór
FA10095000;carmelose;2894;Carmelose 4 mg/0.4 ml Col, sol Recip unid 0.4 ml
FA10095300;Brinzolamida + Timolol;2895;Brinzolamida 10 mg/ml+Timolol 5mg/ml Col,susp 5ml
FA10095477;0;0;Metotrexato 50 mg/ml Sol inj Ser 0.2 ml IM IV SC
FA10095510;quetiapina;2917;QUETIapina 150 mg Comp LP
FA10096127;Agomelatina 25mg comp;1736;Agomelatina 25 mg Comp
FA10097364;0;0;Fentanilo 100 µg Comp subling
FA10098092;Moxifloxacina;1218;Moxifloxacina 5 mg/ml Col, sol Fr 5 ml
FA10099340;0;0;Oxigénio 22% v/v Gás inal Cilind gás 50 l Inalatór
FA10099536;silodosina;2900;Silodosina 8 mg Cáps
FA10102103;dexametasona;2885;DEXAmetasona 700 µg Impl intravítreo Aplic Intr.
FA10102360;tapentadol 50 mg;2884;Tapentadol 50 mg Comp LP
FA10103810;Trolamina;2628;Trolamina 6.7 mg/g Emul cut Bisn 100 ml
FA10103956;0;0;Benzocaína 200 mg/g Gel Fr 56.25 g
FA10105730;Linagliptina;2090;Linagliptina 5 mg Comp
FA10107488;Albumina humana;152;Dimeticone 38.33 mg/ml Sol cut Fr 100 ml
FA10108476;brometo de glicopirrónio;2893;Brometo de glicopirrónio 44 µg Pó inal, cáps Blist
FA10108654;Albumina humana;152;Aflibercept 40 mg/ml Sol inj Fr 100 µl Intravítreo
FA10108661;Apixabano;2921;Apixabano 5 mg Comp
FA10108907;Mirabegrom;2612;Mirabegrom 50 mg Comp LP
FA10109674;soluvel + protamina 100U/ml;2092;Insulina aspártico (solúvel + protamina) 100 U/ml
FA10112827;Betametasona;232;Betametasona 14 mg/2 ml Susp inj Fr 2 ml IArticula
FA10112948;ioversol;2891;Ioversol 636 mg/ml Sol inj Ser 100 ml IA IV
FA10113733;Ranibizumab;2896;Ranibizumab 10 mg/ml Sol inj Ser 0.165 ml Intravít
FA10117240;Brometo de aclidínio 340 µg/dose+Formoterol 12 µ/d;2898;Brometo de aclidínio 340 µg/dose+Formoterol 12 µ/d
FA20000003;0;0;Tioridazina 30mg/ml sol oral Fr 50ml
FA20000008;Suplemento Alimentar;999999;Suplemento modular eng. s/ prot, lip, min Fr 850g
FA20000015;0;0;Sulfato de sódio pó 500g
FA20000018;0;0;Solução de Ácido Tricloroacético 50% 10 ml
FA20000021;0;0;Extracto triterpénico de Centella asiática Pó
FA20000023;0;0;Solução de ácido acético 5% 50 ml
FA20000024;0;0;Alcool isopropílico 99,9% 1000 ml
FA20000025;0;0;Solução de Podofilino 25%
FA20000028;0;0;Azoto Gás liq Cilind gás 50 l Inalató
FA20000029;0;0;Dióxido de Carbono Cilind 7
FA20000030;0;0;Dióxido de Carbono Cilind 3
FA20000031;0;0;Soluto de Lugol 5% 30 ml
FA20000032;0;0;Eosina 2% 60 ml
FA20000033;0;0;Hipoclorito de sódio- Soluto Dakin 1 Lt
FA20000037;0;0;Álcool etílico 96% 250 ml
FA20000038;0;0;Formol 37% 1 Lt
FA20000039;0;0;Vaselina Líquida 1 Lt
FA20000041;0;0;Acetona
FA20000042;0;0;Etanol + propanol + triclosan  250 ml
FA20000043;0;0;Histofreezer
FA20000044;0;0;Formol 10 % 10 Ltros
FA20000046;0;0;Carga Azoto Liq.
FA20000047;0;0;Membrane blue-Dual
FA20000049;0;0;Dermabond High Viscosity AHV 12
FA20000050;0;0;Ácido cítrico 1kg
FA20000051;0;0;Ácido hialurónico 60 mg/3 ml (Durolane)
FA20000052;0;0;"Tinta para marcação endoscopica descartável ""Spot"""
FA20000053;Suplemento Alimentar;999999;Suplemento nutricional úlceras pressão arginina pó
FA20000055;0;0;Álcool Isopropílico-Polietil.250ml Spray Citológic
FA20000056;0;0;Carboximetilcelulose+glicerina+oleo de ricino+...
FA20000057;0;0;FRASCO VIDRO C/GOTAS 30 ml
FA2000055;0;0;Álcool Isopropílico-Polietilenglicol 250ml
FAR1200021;Benzidamina;222;FORMOL 10% - 1 L
FAR1200025;Brometo de domifeno;248;HIPOCLORITO DE SÓDIO 0,5% - 1000 ml (Soluto dAkim
FAR1200031;Dobutamina;47;SULFATO DE BÁRIO COLOIDAL - pó 20 kg
FAR1200035;0;0;Artigo Farmácia S/ Gestão de Stocks
FAR1265013;Diclofenac;46;CLORETO DE SÓDIO 0,9% p/ irrigação - 3000 ml
FAR1265014;Diclofenac;46;CLORETO DE SÓDIO 0,9% p/ irrigação - 100 ml
FAR1265015;Diclofenac;46;CLORETO DE SÓDIO 0,9% p/ irrigação - 1000 ml
FAR1265033;Diclofenac;46;MANITOL+SORBITOL - 500 ml
FAR1265040;0;0;CLORETO DE SÓDIO 0,9% c/rosca.-500 ml
FAR1616001;0;0;Artigos da Farmácia
FARMACIA;0;0;Farmácia Extrerna
FA10012061;Amorolfina;2923;Amorolfina 50 mg/ml Verniz med unhas Fr 5 ml
FA10013359;Acenocumarol;132;Acenocumarol 4 mg Comp
FA10020371;Levetiracetam;1207;LeveTIRACETAM 1000 mg Comp
FA10103301;Ácido espaglúmico;2924;Ácido espaglúmico 49 mg/ml Col, sol Fr 10 ml
FA10018655;0;0;Sotalol 160 mg Comp
FA10118716;0;0;Ácido tranexâmico 100 mg/ml Sol inj Fr 5 ml IV
FA10094998;Furoato de fluticasona;2899;Furoato de fluticasona 27.5µg/doseSusp pulv Fr 120
FA10109286;insulina glargina;2902;Insulina glargina 100 U/ml Acção prolong Sol inj C
FA20000059;0;0;Polimero protetor cutaneo n irritante- spray 28 ml
FA2000060;0;0;Alcatrão mineral 40 mg/g Champô -150 ml
FA10102391;bilastina;2926;Bilastina 20 mg Comp
FA20000062;0;0;Histoacryl ref 1050052
FA20000063;0;0;Ácido hialurónico 20 mg/ml (Restylane)
FA20000064;0;0;Histoacryl  ref. 1050052
FA20000065;0;0;Alcatrão mineral 40 mg/g Champô -150 ml
FA20000066;0;0;Gel abrasivo para preparação da pele para exames
FA20000067;0;0;Álcool Isopropílico-Polietilenglicol 250ml
FA10045054;lamivudina;2932;Lamivudina 150 mg Comp
FA10047863;Cetotifeno;2937;Cetotifeno 0.25 mg/ml Col, sol Fr 5 ml
FA20000068;0;0;Oxigénio Gás  Inalatória
FA20000069;0;0;Manipulado
FA20000070;0;0;Medicamentos de dispensa em ambulatório
FA20000071;0;0;Suplemento Goma Xantana (espessante)
FA10089741;Levotiroxina sódica;744;Levotiroxina sódica 0.137 mg Comp
FA10067442;Alfacalcidol;2940;Alfacalcidol 0.5 µg Cáps
FA10097670;Ofloxacina;91;Ofloxacina 3 mg/ml Gel oft Fr 10 ml
FA10104346;Paliperidona;2941;Paliperidona 100 mg Susp inj LP Ser IM
FA10099162;Oxicodona;2424;Oxicodona 10 mg Comp LP
FA20000075;0;0;Álcool isopropílico 70% + cloro-hexidina 2%
FA20000076;0;0;Suplemento goma xantana (espessante) saquetas
FAR1265034;Diclofenac;46;Skin Prep 2/70 Corada Cod SKPC500NT 500 ml
FA10079380;Albumina humana;152;Hidromorfona 8 mg Comp LP
FA10113904;acetato de cálcio + carbonato de magnésio;2631;Acetato de cálcio 435mg+Carbonato magnésio 235mg
FA10087498;melatonina;2632;Melatonina 2 mg Comp LP
FA10121413;Mupirocina;824;Mupirocina 20 mg/g Pom Bisn 15 g
FA10036692;ácido micofenólico;2621;Ácido micofenólico 360 mg Comp GR
FA10052740;tacrolímus;2634;Tacrolímus 1 mg Cáps
FA10106621;0;0;Óxido zinco+Óleo de fígado bacalhau
FA20000079;0;0;Hialuronato de sódio 0.15% col, Fr 8 ml
FA10068455;Macrogol;2640;Macrogol 4000 mg Pó sol oral Saq
FA20000081;0;0;Cocaína 100 mg/g emb de 3 g
FA10107844;Cinarizina + Dimenidrinato;2641;Cinarizina 20 mg + Dimenidrinato 40 mg Comp
FA20000083;0;0;Gel Desinfetante das mãos-Álcool Gel-500 ml
FA10121744;opicapona;10121744;Opicapona 50 mg Cáps
FA10069272;0;0;Rasagilina 1 mg Comp
FA10025354;Albumina humana;152;Clobazam 20 mg Comp
FA10039261;Aripiprazol;2627;Aripiprazol 1 mg/ml Sol oral Fr 150 ml
FA10040790;Macrogol;2640;Macrogol 10000 mg Pó sol oral Saq
FA20000086;0;0;FRASCO DE VIDRO 50 ml
FA10108896;Mirabegrom;2612;Mirabegrom 25 mg Comp LP
FA10119210;Cilostazol;2637;Cilostazol 100 mg Comp
FA10117800;Sulfato magnésio+Sulf. potássio+Sulf. sódio;2639;Sulfato magnésio+Sulf. potássio+Sulf. sódio Fr180m
FA20000082;0;0;Antisséptico para as mãos Manusept
FA10064841;0;0;Aripiprazol 5 mg Comp
FA10120390;0;0;Talimogene laherparepvec 1x10e8 UFP/1 ml Sol inj F
FA10121947;Desmopressina;422;Desmopressina 0.025 mg Liof oral Blist
FA10111465;Rifaximina;987;Rifaximina 550 mg Comp
FA20000084;0;0;Desinfetante das mãos-manipulado-SABA B- 500 ml
FA20000085;0;0;Desinfetante de mãos-AgaDerma - 500 ml
FA10129552;Bioflavonóides;1911;Bioflavonóides 1000 mg Comp
FA10072496;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac dupl
FA10072507;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac 1000 ml
FA10072514;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac 1500 ml
FA10072521;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac 2000 ml
FA10072539;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac 2500 ml
FA10072546;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac 250 ml
FA10072553;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac 5000 ml
FA10072560;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac 500 ml
FA10072578;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac duplo andy plus 10
FA10072585;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac duplo andy plus 15
FA10072592;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac duplo andy plus 20
FA10072603;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac duplo andy plus 25
FA10072610;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac sleep safe 5000 ml
FA10072628;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Sac duplo stay safe 10
FA10043950;anastrozol;2335;Anastrozol 1 mg Comp
FA10094222;lacosamida;1020;Lacosamida 100 mg Comp
FA10039375;0;0;Tinzaparina sódica 3500U.I. Anti-Xa/0.35ml Sol inj
FA10094293;Ranolazina;2635;Ranolazina 375 mg Comp LP
FA10114543;Brometo de umeclidínio + Vilanterol;2636;Brometo de umeclidínio 55 µg + Vilanterol 22 µg Pó
FA10117322;Tafluprost + Timolol;2622;Tafluprost 0.015 mg/ml + Timolol 5 mg/ml Col, sol
FA10093273;Febuxostate;2638;Febuxostate 80 mg Comp
FA10109261;0;0;Insulina humana 100 U.I./ml Acção interm Susp inj
FA10011707;quetiapina;2917;QUETIapina 25 mg Comp
FA2000056;0;0;Gel abrasivo para preparação da pele para exames
FA10065288;macrogol + bicarbonato de sódio + cloreto de potássio;974;Macrogol + Bicarbonato de sódio + Cloreto de potás
FA10036703;Aripiprazol;2627;Aripiprazol 10 mg Comp
FA10119348;0;0;Sufentanilo 15 µg Comp subling
FA10091112;0;0;Toxina botulínica A 50 U Pó sol inj Fr IM
FA10115855;brinzolamida + tartarato de brimonidina;2927;Brimonidina 2mg/ml+Brinzolamida 10mg/ml Col Fr5ml
FA2000063;0;0;Ácido hialurónico 20 mg/ml (Restylane)
FA10017172;Olanzapina;2916;Olanzapina 2.5 mg Comp
FA10080895;Albumina humana;152;Rotigotina 4 mg/24 h Sist transd
FA20000078;0;0;Solução de coaltar 40 mg/g champô
FA10087516;Paliperidona;2941;Paliperidona 3 mg Comp LP
FA10019287;entacapona;2925;Entacapona 200 mg Comp
FA20000061;0;0;Tiras de fluoresceína Ref 17238-900-11
FA20000060;0;0;Bloxang pomada de barreira hemostática 30g
FA10044380;clonidina;2930;Clonidina 0.15 mg Comp
FA10102719;ticagrelor;2931;Ticagrelor 90 mg Comp
FA10029153;lamivudina;2932;Lamivudina 300 mg Comp
FA10067645;tenofovir;2936;Tenofovir 245 mg Comp
FA10113975;dolutegravir;2935;Dolutegravir 50 mg Comp
FA10102886;vacina ad. pneumocócica;1858;Vacina ad. pneumocócica Susp inj Ser 0.5ml IM
FA10052465;0;0;Plasma humano do Grupo A Sol inj Fr 200 ml IV
FA10121438;0;0;Mupirocina 20 mg/g Pom Bisn 30 g
FA10085198;bupropriom;2942;Bupropiom 300 mg Comp LM
FA10099283;0;0;Capsaícina 179 mg Adesivo cut
FA10078570;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10078588;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10078595;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10078606;Beclometasona;215;Beclometasona 50 µg/dose Pó inal Recip pressu 200
FA10078638;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10078645;Salbutamol;1003;Salbutamol 95 µg/dose Pó inal Nebuliz 200 dose(s)
FA10078652;Articaína + Adrenalina;1309;Articaína 72 mg/1.8 ml + Adrenalina 0.022 mg/1.8 m
FA10078660;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10078677;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10078684;Budesonida;19;Budesonida 400 µg/dose Pó inal Cartu 100 dose(s)
FA10078734;Fentanilo;550;Fentanilo 12 µg/h Sist transd
FA10078741;Hidromorfona;654;Hidromorfona 16 mg Cáps LP
FA10078759;Iodopovidona;699;Iodopovidona 76.9 mg/ml Sol cut Fr 30 ml
FA10078773;Racecadotril;2518;Racecadotril 100 mg Cáps
FA10078823;Ondansetrom;875;Ondansetrom 8 mg/4 ml Sol inj Ser 4 ml IM IV
FA10078830;Ondansetrom;875;Ondansetrom 4 mg/2 ml Sol inj Ser 2 ml IM IV
FA10078887;Salmeterol;1006;Salmeterol 50 µg/dose Pó inal Nebuliz 60 dose(s)
FA10078894;Budesonida;19;Budesonida 100 µg/dose Pó inal Disp dosea 200 dose
FA10078905;Permanganato de potássio;909;Permanganato de potássio 100 mg Comp
FA10078912;Permanganato de potássio;909;Permanganato de potássio 500 mg Comp
